# huble skybackground mean level, earthshine + zodical light
#wavelength(A)    flux(photon/s/A/arcsec^2/m^2)
5680.0    0.012349096227485507
5685.0    0.012363101822603337
5690.0    0.012377112932077926
5695.0    0.012391129555909278
5700.0    0.012405151694097392
5705.0    0.01241917934664227
5710.0    0.012433212513543904
5715.0    0.012447251194802306
5720.0    0.012461295390417465
5725.0    0.012475345100389387
5730.0    0.01248940032471807
5735.0    0.012503461063403516
5740.0    0.01251752731644572
5745.0    0.01253159908384469
5750.0    0.01254567636560042
5755.0    0.012545781096577774
5760.0    0.012545867053353879
5765.0    0.012545934235928733
5770.0    0.012545982644302341
5775.0    0.0125460122784747
5780.0    0.012546023138445809
5785.0    0.012546015224215668
5790.0    0.012545988535784276
5795.0    0.012545943073151638
5800.0    0.012545878836317751
5805.0    0.012545795825282615
5810.0    0.01254569404004623
5815.0    0.012545573480608594
5820.0    0.012545434146969712
5825.0    0.012545276039129574
5830.0    0.012545099157088197
5835.0    0.012544903500845564
5840.0    0.012544689070401686
5845.0    0.012544455865756556
5850.0    0.012544203886910178
5855.0    0.01254393313386255
5860.0    0.012543643606613674
5865.0    0.01254333530516355
5870.0    0.012543008229512173
5875.0    0.012542662379659553
5880.0    0.01254229775560568
5885.0    0.012541914357350558
5890.0    0.012541512184894188
5895.0    0.01254109123823657
5900.0    0.012540651517377701
5905.0    0.012540193022317583
5910.0    0.012539715753056216
5915.0    0.012539219709593602
5920.0    0.012538704891929736
5925.0    0.012538171300064623
5930.0    0.012537618933998263
5935.0    0.012537047793730651
5940.0    0.01253645787926179
5945.0    0.01253584919059168
5950.0    0.012535221727720322
5955.0    0.012534575490647713
5960.0    0.012533910479373855
5965.0    0.012533226693898749
5970.0    0.012532524134222395
5975.0    0.012531802800344794
5980.0    0.012531062692265938
5985.0    0.012530303809985838
5990.0    0.012529526153504486
5995.0    0.012528729722821885
6000.0    0.012527914517938037
6005.0    0.012527610530212086
6010.0    0.012527288650868329
6015.0    0.012526948879906772
6020.0    0.012526591217327406
6025.0    0.012526215663130242
6030.0    0.012525822217315269
6035.0    0.012525410879882501
6040.0    0.012524981650831924
6045.0    0.012524534530163545
6050.0    0.012524069517877361
6055.0    0.012523586613973375
6060.0    0.012523085818451588
6065.0    0.012522567131311993
6070.0    0.0125220305525546
6075.0    0.012521476082179397
6080.0    0.012520903720186397
6085.0    0.012520313466575594
6090.0    0.01251970532134698
6095.0    0.01251907928450057
6100.0    0.012518435356036353
6105.0    0.012517773535954336
6110.0    0.01251709382425451
6115.0    0.012516396220936888
6120.0    0.012515680726001458
6125.0    0.012514947339448223
6130.0    0.012514196061277188
6135.0    0.012513426891488353
6140.0    0.012512639830081707
6145.0    0.012511834877057263
6150.0    0.012511012032415012
6155.0    0.012510171296154959
6160.0    0.012509312668277105
6165.0    0.012508436148781443
6170.0    0.012507541737667983
6175.0    0.012506629434936717
6180.0    0.012505699240587647
6185.0    0.012504751154620774
6190.0    0.012503785177036101
6195.0    0.012502801307833622
6200.0    0.012501799547013337
6205.0    0.012500779894575254
6210.0    0.012499742350519361
6215.0    0.012498686914845672
6220.0    0.012497613587554175
6225.0    0.012496522368644878
6230.0    0.012495413258117776
6235.0    0.012494286255972866
6240.0    0.012493141362210159
6245.0    0.012491978576829649
6250.0    0.01249079789983133
6255.0    0.012495785632139699
6260.0    0.012500765362999608
6265.0    0.012505737092411057
6270.0    0.012510700820374046
6275.0    0.012515656546888576
6280.0    0.01252060427195465
6285.0    0.012525543995572258
6290.0    0.01253047571774141
6295.0    0.012535399438462103
6300.0    0.012540315157734332
6305.0    0.012545222875558103
6310.0    0.01255012259193342
6315.0    0.012555014306860271
6320.0    0.012559898020338665
6325.0    0.012564773732368598
6330.0    0.012569641442950072
6335.0    0.012574501152083088
6340.0    0.012579352859767643
6345.0    0.01258419656600374
6350.0    0.012589032270791372
6355.0    0.01259385997413055
6360.0    0.012598679676021265
6365.0    0.012603491376463525
6370.0    0.012608295075457321
6375.0    0.012613090773002659
6380.0    0.012617878469099536
6385.0    0.012622658163747951
6390.0    0.012627429856947911
6395.0    0.01263219354869941
6400.0    0.012636949239002451
6405.0    0.01264169692785703
6410.0    0.012646436615263152
6415.0    0.012651168301220811
6420.0    0.012655891985730014
6425.0    0.012660607668790754
6430.0    0.012665315350403036
6435.0    0.012670015030566856
6440.0    0.012674706709282219
6445.0    0.012679390386549121
6450.0    0.012684066062367563
6455.0    0.012688733736737548
6460.0    0.012693393409659073
6465.0    0.012698045081132137
6470.0    0.012702688751156743
6475.0    0.012707324419732888
6480.0    0.012711952086860573
6485.0    0.012716571752539799
6490.0    0.012721183416770563
6495.0    0.012725787079552872
6500.0    0.012730382740886717
6505.0    0.012729747080689507
6510.0    0.012729095389343484
6515.0    0.012728427666848641
6520.0    0.012727743913204984
6525.0    0.012727044128412504
6530.0    0.01272632831247121
6535.0    0.012725596465381097
6540.0    0.01272484858714217
6545.0    0.012724084677754424
6550.0    0.012723304737217861
6555.0    0.012722508765532478
6560.0    0.012721696762698284
6565.0    0.012720868728715268
6570.0    0.012720024663583438
6575.0    0.012719164567302788
6580.0    0.012718288439873321
6585.0    0.012717396281295038
6590.0    0.012716488091567937
6595.0    0.012715563870692023
6600.0    0.012714623618667284
6605.0    0.012713667335493733
6610.0    0.012712695021171363
6615.0    0.01271170667570018
6620.0    0.012710702299080173
6625.0    0.012709681891311353
6630.0    0.012708645452393714
6635.0    0.01270759298232726
6640.0    0.012706524481111989
6645.0    0.012705439948747899
6650.0    0.012704339385234988
6655.0    0.012703222790573265
6660.0    0.012702090164762727
6665.0    0.012700941507803367
6670.0    0.012699776819695193
6675.0    0.0126985961004382
6680.0    0.01269739935003239
6685.0    0.01269618656847776
6690.0    0.012694957755774316
6695.0    0.012693712911922056
6700.0    0.012692452036920977
6705.0    0.012691175130771082
6710.0    0.012689882193472368
6715.0    0.012688573225024837
6720.0    0.012687248225428494
6725.0    0.012685907194683326
6730.0    0.012684550132789343
6735.0    0.012683177039746547
6740.0    0.012681787915554929
6745.0    0.012680382760214498
6750.0    0.012678961573725247
6755.0    0.0126722541108143
6760.0    0.01266552281476302
6765.0    0.012658767685571396
6770.0    0.012651988723239435
6775.0    0.012645185927767134
6780.0    0.012638359299154495
6785.0    0.012631508837401514
6790.0    0.012624634542508197
6795.0    0.012617736414474546
6800.0    0.012610814453300551
6805.0    0.012603868658986217
6810.0    0.012596899031531541
6815.0    0.012589905570936533
6820.0    0.012582888277201184
6825.0    0.012575847150325494
6830.0    0.012568782190309467
6835.0    0.012561693397153097
6840.0    0.012554580770856394
6845.0    0.012547444311419353
6850.0    0.012540284018841968
6855.0    0.012533099893124247
6860.0    0.012525891934266186
6865.0    0.012518660142267787
6870.0    0.012511404517129048
6875.0    0.012504125058849968
6880.0    0.012496821767430557
6885.0    0.0124894946428708
6890.0    0.012482143685170708
6895.0    0.012474768894330274
6900.0    0.012467370270349505
6905.0    0.012459947813228393
6910.0    0.012452501522966945
6915.0    0.012445031399565156
6920.0    0.01243753744302303
6925.0    0.012430019653340564
6930.0    0.01242247803051776
6935.0    0.012414912574554616
6940.0    0.012407323285451135
6945.0    0.012399710163207314
6950.0    0.012392073207823154
6955.0    0.012384412419298656
6960.0    0.012376727797633817
6965.0    0.01236901934282864
6970.0    0.012361287054883128
6975.0    0.012353530933797272
6980.0    0.01234575097957108
6985.0    0.012337947192204546
6990.0    0.012330119571697678
6995.0    0.012322268118050468
7000.0    0.012314392831262918
7005.0    0.012317936211134214
7010.0    0.012321472092625768
7015.0    0.012325000475737586
7020.0    0.012328521360469658
7025.0    0.012332034746821992
7030.0    0.012335540634794587
7035.0    0.01233903902438744
7040.0    0.012342529915600553
7045.0    0.012346013308433925
7050.0    0.012349489202887556
7055.0    0.012352957598961448
7060.0    0.012356418496655598
7065.0    0.012359871895970008
7070.0    0.012363317796904676
7075.0    0.012366756199459606
7080.0    0.012370187103634796
7085.0    0.012373610509430243
7090.0    0.012377026416845953
7095.0    0.012380434825881921
7100.0    0.012383835736538147
7105.0    0.012387229148814634
7110.0    0.012390615062711382
7115.0    0.012393993478228388
7120.0    0.012397364395365651
7125.0    0.012400727814123175
7130.0    0.012404083734500963
7135.0    0.012407432156499006
7140.0    0.012410773080117309
7145.0    0.012414106505355875
7150.0    0.012417432432214697
7155.0    0.012420750860693778
7160.0    0.012424061790793119
7165.0    0.012427365222512721
7170.0    0.012430661155852582
7175.0    0.012433949590812702
7180.0    0.012437230527393085
7185.0    0.012440503965593723
7190.0    0.012443769905414622
7195.0    0.012447028346855779
7200.0    0.0124502792899172
7205.0    0.012453522734598875
7210.0    0.012456758680900815
7215.0    0.012459987128823012
7220.0    0.012463208078365469
7225.0    0.012466421529528185
7230.0    0.012469627482311162
7235.0    0.012472825936714395
7240.0    0.012476016892737892
7245.0    0.012479200350381647
7250.0    0.01248237630964566
7255.0    0.012478149182323806
7260.0    0.012473904362841081
7265.0    0.012469641851197498
7270.0    0.012465361647393045
7275.0    0.01246106375142773
7280.0    0.012456748163301546
7285.0    0.0124524148830145
7290.0    0.012448063910566586
7295.0    0.012443695245957809
7300.0    0.012439308889188164
7305.0    0.012434904840257655
7310.0    0.01243048309916628
7315.0    0.01242604366591404
7320.0    0.012421586540500937
7325.0    0.012417111722926965
7330.0    0.01241261921319213
7335.0    0.012408109011296428
7340.0    0.012403581117239864
7345.0    0.01239903553102243
7350.0    0.012394472252644133
7355.0    0.01238989128210497
7360.0    0.012385292619404943
7365.0    0.012380676264544048
7370.0    0.012376042217522292
7375.0    0.012371390478339666
7380.0    0.012366721046996177
7385.0    0.012362033923491823
7390.0    0.012357329107826602
7395.0    0.012352606600000518
7400.0    0.012347866400013566
7405.0    0.012343108507865751
7410.0    0.012338332923557066
7415.0    0.01233353964708752
7420.0    0.01232872867845711
7425.0    0.012323900017665833
7430.0    0.01231905366471369
7435.0    0.012314189619600678
7440.0    0.012309307882326806
7445.0    0.012304408452892065
7450.0    0.012299491331296462
7455.0    0.012294556517539993
7460.0    0.012289604011622659
7465.0    0.012284633813544455
7470.0    0.012279645923305391
7475.0    0.012274640340905462
7480.0    0.012269617066344662
7485.0    0.012264576099623
7490.0    0.012259517440740475
7495.0    0.012254441089697084
7500.0    0.012249347046492822
7505.0    0.0122455388658303
7510.0    0.012241714729921905
7515.0    0.012237874638767639
7520.0    0.0122340185923675
7525.0    0.01223014659072149
7530.0    0.012226258633829609
7535.0    0.012222354721691853
7540.0    0.012218434854308229
7545.0    0.01221449903167873
7550.0    0.01221054725380336
7555.0    0.012206579520682118
7560.0    0.012202595832315003
7565.0    0.012198596188702018
7570.0    0.01219458058984316
7575.0    0.012190549035738431
7580.0    0.01218650152638783
7585.0    0.012182438061791357
7590.0    0.012178358641949013
7595.0    0.012174263266860795
7600.0    0.012170151936526704
7605.0    0.012166024650946745
7610.0    0.012161881410120916
7615.0    0.012157722214049208
7620.0    0.012153547062731633
7625.0    0.012149355956168183
7630.0    0.012145148894358864
7635.0    0.012140925877303674
7640.0    0.012136686905002607
7645.0    0.012132431977455675
7650.0    0.012128161094662866
7655.0    0.012123874256624187
7660.0    0.012119571463339635
7665.0    0.01211525271480921
7670.0    0.012110918011032918
7675.0    0.01210656735201075
7680.0    0.012102200737742711
7685.0    0.012097818168228799
7690.0    0.012093419643469015
7695.0    0.012089005163463364
7700.0    0.012084574728211835
7705.0    0.012080128337714437
7710.0    0.012075665991971168
7715.0    0.012071187690982024
7720.0    0.01206669343474701
7725.0    0.012062183223266123
7730.0    0.012057657056539366
7735.0    0.012053114934566737
7740.0    0.012048556857348234
7745.0    0.01204398282488386
7750.0    0.012039392837173615
7755.0    0.012039939353590916
7760.0    0.012040476558810537
7765.0    0.012041004452832479
7770.0    0.012041523035656743
7775.0    0.012042032307283327
7780.0    0.01204253226771223
7785.0    0.012043022916943456
7790.0    0.012043504254977
7795.0    0.012043976281812868
7800.0    0.012044438997451055
7805.0    0.012044892401891565
7810.0    0.012045336495134392
7815.0    0.012045771277179542
7820.0    0.012046196748027012
7825.0    0.012046612907676803
7830.0    0.012047019756128916
7835.0    0.012047417293383347
7840.0    0.012047805519440102
7845.0    0.012048184434299176
7850.0    0.012048554037960572
7855.0    0.01204891433042429
7860.0    0.012049265311690326
7865.0    0.012049606981758682
7870.0    0.012049939340629359
7875.0    0.01205026238830236
7880.0    0.012050576124777678
7885.0    0.01205088055005532
7890.0    0.012051175664135282
7895.0    0.012051461467017565
7900.0    0.012051737958702168
7905.0    0.012052005139189092
7910.0    0.012052263008478335
7915.0    0.0120525115665699
7920.0    0.012052750813463787
7925.0    0.012052980749159992
7930.0    0.012053201373658524
7935.0    0.01205341268695937
7940.0    0.01205361468906254
7945.0    0.01205380737996803
7950.0    0.01205399075967584
7955.0    0.012054164828185972
7960.0    0.012054329585498427
7965.0    0.012054485031613198
7970.0    0.012054631166530293
7975.0    0.012054767990249708
7980.0    0.012054895502771442
7985.0    0.012055013704095499
7990.0    0.012055122594221876
7995.0    0.012055222173150575
8000.0    0.012055312440881594
8005.0    0.012051746423183251
8010.0    0.012048166538416857
8015.0    0.012044572786582417
8020.0    0.012040965167679926
8025.0    0.012037343681709384
8030.0    0.01203370832867079
8035.0    0.01203005910856415
8040.0    0.012026396021389458
8045.0    0.012022719067146718
8050.0    0.012019028245835926
8055.0    0.012015323557457087
8060.0    0.012011605002010196
8065.0    0.012007872579495253
8070.0    0.012004126289912266
8075.0    0.012000366133261225
8080.0    0.011996592109542136
8085.0    0.011992804218754996
8090.0    0.011989002460899805
8095.0    0.011985186835976564
8100.0    0.011981357343985276
8105.0    0.011977513984925938
8110.0    0.01197365675879855
8115.0    0.011969785665603111
8120.0    0.01196590070533962
8125.0    0.011962001878008083
8130.0    0.011958089183608495
8135.0    0.011954162622140854
8140.0    0.01195022219360517
8145.0    0.011946267898001432
8150.0    0.011942299735329644
8155.0    0.011938317705589806
8160.0    0.011934321808781918
8165.0    0.011930312044905982
8170.0    0.011926288413961992
8175.0    0.011922250915949955
8180.0    0.011918199550869871
8185.0    0.011914134318721733
8190.0    0.011910055219505545
8195.0    0.01190596225322131
8200.0    0.011901855419869024
8205.0    0.011897734719448686
8210.0    0.011893600151960306
8215.0    0.011889451717403866
8220.0    0.011885289415779382
8225.0    0.011881113247086846
8230.0    0.011876923211326263
8235.0    0.011872719308497629
8240.0    0.011868501538600942
8245.0    0.011864269901636209
8250.0    0.011860024397603423
8255.0    0.011851298904818959
8260.0    0.011842554134764528
8265.0    0.011833790087440128
8270.0    0.01182500676284576
8275.0    0.011816204160981425
8280.0    0.011807382281847119
8285.0    0.011798541125442846
8290.0    0.011789680691768605
8295.0    0.011780800980824397
8300.0    0.011771901992610218
8305.0    0.011762983727126074
8310.0    0.01175404618437196
8315.0    0.011745089364347877
8320.0    0.011736113267053826
8325.0    0.011727117892489808
8330.0    0.01171810324065582
8335.0    0.011709069311551865
8340.0    0.01170001610517794
8345.0    0.01169094362153405
8350.0    0.011681851860620191
8355.0    0.011672740822436363
8360.0    0.011663610506982567
8365.0    0.011654460914258803
8370.0    0.011645292044265069
8375.0    0.011636103897001367
8380.0    0.011626896472467698
8385.0    0.011617669770664061
8390.0    0.011608423791590458
8395.0    0.011599158535246883
8400.0    0.01158987400163334
8405.0    0.01158057019074983
8410.0    0.011571247102596351
8415.0    0.011561904737172906
8420.0    0.01155254309447949
8425.0    0.011543162174516107
8430.0    0.011533761977282755
8435.0    0.011524342502779438
8440.0    0.01151490375100615
8445.0    0.011505445721962892
8450.0    0.011495968415649666
8455.0    0.011486471832066476
8460.0    0.011476955971213315
8465.0    0.011467420833090184
8470.0    0.011457866417697091
8475.0    0.011448292725034023
8480.0    0.01143869975510099
8485.0    0.011429087507897987
8490.0    0.011419455983425017
8495.0    0.01140980518168208
8500.0    0.011400135102669174
8505.0    0.011400205470705107
8510.0    0.011400268036749516
8515.0    0.011400322800802406
8520.0    0.011400369762863776
8525.0    0.011400408922933621
8530.0    0.011400440281011948
8535.0    0.011400463837098751
8540.0    0.011400479591194031
8545.0    0.011400487543297791
8550.0    0.01140048769341003
8555.0    0.011400480041530747
8560.0    0.011400464587659939
8565.0    0.011400441331797613
8570.0    0.011400410273943767
8575.0    0.011400371414098396
8580.0    0.011400324752261503
8585.0    0.01140027028843309
8590.0    0.011400208022613156
8595.0    0.011400137954801697
8600.0    0.01140006008499872
8605.0    0.011399974413204221
8610.0    0.011399880939418199
8615.0    0.011399779663640653
8620.0    0.011399670585871591
8625.0    0.011399553706111003
8630.0    0.011399429024358898
8635.0    0.011399296540615268
8640.0    0.011399156254880114
8645.0    0.011399008167153443
8650.0    0.011398852277435246
8655.0    0.01139868858572553
8660.0    0.011398517092024291
8665.0    0.011398337796331533
8670.0    0.01139815069864725
8675.0    0.011397955798971448
8680.0    0.011397753097304123
8685.0    0.011397542593645279
8690.0    0.01139732428799491
8695.0    0.011397098180353019
8700.0    0.011396864270719606
8705.0    0.011396622559094674
8710.0    0.01139637304547822
8715.0    0.011396115729870244
8720.0    0.011395850612270745
8725.0    0.011395577692679727
8730.0    0.011395296971097185
8735.0    0.01139500844752312
8740.0    0.011394712121957534
8745.0    0.01139440799440043
8750.0    0.011394096064851802
8755.0    0.011390053480916627
8760.0    0.011385998842731341
8765.0    0.011381932150295943
8770.0    0.011377853403610435
8775.0    0.011373762602674814
8780.0    0.011369659747489085
8785.0    0.011365544838053243
8790.0    0.011361417874367289
8795.0    0.011357278856431226
8800.0    0.011353127784245052
8805.0    0.011348964657808765
8810.0    0.011344789477122369
8815.0    0.01134060224218586
8820.0    0.011336402952999241
8825.0    0.011332191609562513
8830.0    0.011327968211875669
8835.0    0.011323732759938717
8840.0    0.011319485253751654
8845.0    0.011315225693314479
8850.0    0.011310954078627195
8855.0    0.011306670409689797
8860.0    0.011302374686502293
8865.0    0.011298066909064671
8870.0    0.011293747077376941
8875.0    0.011289415191439101
8880.0    0.01128507125125115
8885.0    0.011280715256813085
8890.0    0.011276347208124914
8895.0    0.011271967105186628
8900.0    0.011267574947998233
8905.0    0.011263170736559724
8910.0    0.011258754470871109
8915.0    0.011254326150932376
8920.0    0.011249885776743535
8925.0    0.011245433348304586
8930.0    0.011240968865615524
8935.0    0.011236492328676349
8940.0    0.011232003737487065
8945.0    0.011227503092047671
8950.0    0.011222990392358165
8955.0    0.011218465638418544
8960.0    0.011213928830228818
8965.0    0.011209379967788976
8970.0    0.011204819051099026
8975.0    0.011200246080158963
8980.0    0.01119566105496879
8985.0    0.011191063975528508
8990.0    0.011186454841838112
8995.0    0.011181833653897607
9000.0    0.011177200411706988
9005.0    0.011171897050077895
9010.0    0.011166580903421135
9015.0    0.011161251971736709
9020.0    0.011155910255024616
9025.0    0.011150555753284858
9030.0    0.011145188466517433
9035.0    0.011139808394722343
9040.0    0.011134415537899586
9045.0    0.011129009896049162
9050.0    0.011123591469171074
9055.0    0.011118160257265319
9060.0    0.011112716260331897
9065.0    0.01110725947837081
9070.0    0.011101789911382056
9075.0    0.011096307559365635
9080.0    0.01109081242232155
9085.0    0.011085304500249797
9090.0    0.011079783793150378
9095.0    0.011074250301023294
9100.0    0.011068704023868543
9105.0    0.011063144961686127
9110.0    0.011057573114476044
9115.0    0.011051988482238293
9120.0    0.011046391064972879
9125.0    0.0110407808626798
9130.0    0.011035157875359051
9135.0    0.011029522103010636
9140.0    0.011023873545634558
9145.0    0.01101821220323081
9150.0    0.011012538075799399
9155.0    0.011006851163340322
9160.0    0.011001151465853575
9165.0    0.010995438983339165
9170.0    0.010989713715797086
9175.0    0.010983975663227345
9180.0    0.010978224825629936
9185.0    0.010972461203004859
9190.0    0.010966684795352118
9195.0    0.010960895602671711
9200.0    0.010955093624963637
9205.0    0.010949278862227898
9210.0    0.010943451314464493
9215.0    0.01093761098167342
9220.0    0.01093175786385468
9225.0    0.010925891961008277
9230.0    0.010920013273134205
9235.0    0.010914121800232468
9240.0    0.010908217542303065
9245.0    0.010902300499345995
9250.0    0.01089637067136126
9255.0    0.010895110106476476
9260.0    0.010893841815503114
9265.0    0.010892565798441178
9270.0    0.010891282055290665
9275.0    0.010889990586051576
9280.0    0.010888691390723909
9285.0    0.010887384469307666
9290.0    0.010886069821802848
9295.0    0.010884747448209452
9300.0    0.01088341734852748
9305.0    0.010882079522756933
9310.0    0.010880733970897808
9315.0    0.01087938069295011
9320.0    0.010878019688913831
9325.0    0.010876650958788977
9330.0    0.010875274502575546
9335.0    0.010873890320273543
9340.0    0.01087249841188296
9345.0    0.0108710987774038
9350.0    0.010869691416836066
9355.0    0.010868276330179755
9360.0    0.010866853517434868
9365.0    0.010865422978601404
9370.0    0.010863984713679364
9375.0    0.010862538722668746
9380.0    0.010861085005569553
9385.0    0.010859623562381782
9390.0    0.010858154393105437
9395.0    0.010856677497740516
9400.0    0.010855192876287018
9405.0    0.010853700528744941
9410.0    0.010852200455114291
9415.0    0.010850692655395063
9420.0    0.010849177129587259
9425.0    0.010847653877690877
9430.0    0.010846122899705922
9435.0    0.01084458419563239
9440.0    0.01084303776547028
9445.0    0.010841483609219594
9450.0    0.010839921726880333
9455.0    0.010838352118452493
9460.0    0.01083677478393608
9465.0    0.010835189723331088
9470.0    0.010833596936637522
9475.0    0.010831996423855378
9480.0    0.010830388184984658
9485.0    0.01082877222002536
9490.0    0.010827148528977487
9495.0    0.010825517111841038
9500.0    0.010823877968616013
9505.0    0.01082010199478353
9510.0    0.010816316054878755
9515.0    0.010812520148901694
9520.0    0.010808714276852344
9525.0    0.010804898438730701
9530.0    0.010801072634536776
9535.0    0.010797236864270556
9540.0    0.01079339112793205
9545.0    0.010789535425521253
9550.0    0.01078566975703817
9555.0    0.010781794122482796
9560.0    0.01077790852185513
9565.0    0.01077401295515518
9570.0    0.010770107422382939
9575.0    0.010766191923538407
9580.0    0.010762266458621588
9585.0    0.01075833102763248
9590.0    0.010754385630571083
9595.0    0.010750430267437397
9600.0    0.010746464938231422
9605.0    0.010742489642953157
9610.0    0.010738504381602605
9615.0    0.010734509154179764
9620.0    0.010730503960684631
9625.0    0.010726488801117212
9630.0    0.010722463675477504
9635.0    0.010718428583765505
9640.0    0.010714383525981218
9645.0    0.010710328502124642
9650.0    0.010706263512195776
9655.0    0.010702188556194621
9660.0    0.010698103634121178
9665.0    0.010694008745975446
9670.0    0.010689903891757424
9675.0    0.010685789071467115
9680.0    0.010681664285104515
9685.0    0.010677529532669625
9690.0    0.01067338481416245
9695.0    0.010669230129582983
9700.0    0.010665065478931228
9705.0    0.010660890862207183
9710.0    0.010656706279410852
9715.0    0.010652511730542229
9720.0    0.010648307215601317
9725.0    0.010644092734588117
9730.0    0.010639868287502626
9735.0    0.010635633874344848
9740.0    0.010631389495114782
9745.0    0.010627135149812426
9750.0    0.01062287083843778
9755.0    0.01062183719549682
9760.0    0.01062079690850767
9765.0    0.010619749977470326
9770.0    0.01061869640238479
9775.0    0.01061763618325106
9780.0    0.01061656932006914
9785.0    0.010615495812839024
9790.0    0.010614415661560718
9795.0    0.010613328866234218
9800.0    0.010612235426859526
9805.0    0.010611135343436641
9810.0    0.010610028615965562
9815.0    0.010608915244446295
9820.0    0.010607795228878829
9825.0    0.010606668569263174
9830.0    0.010605535265599325
9835.0    0.010604395317887285
9840.0    0.01060324872612705
9845.0    0.010602095490318625
9850.0    0.010600935610462004
9855.0    0.010599769086557194
9860.0    0.01059859591860419
9865.0    0.010597416106602992
9870.0    0.010596229650553603
9875.0    0.01059503655045602
9880.0    0.010593836806310245
9885.0    0.010592630418116278
9890.0    0.010591417385874116
9895.0    0.010590197709583764
9900.0    0.010588971389245218
9905.0    0.010587738424858478
9910.0    0.010586498816423548
9915.0    0.010585252563940425
9920.0    0.010583999667409107
9925.0    0.010582740126829599
9930.0    0.010581473942201897
9935.0    0.010580201113526002
9940.0    0.010578921640801913
9945.0    0.010577635524029634
9950.0    0.010576342763209163
9955.0    0.010575043358340497
9960.0    0.01057373730942364
9965.0    0.01057242461645859
9970.0    0.010571105279445346
9975.0    0.01056977929838391
9980.0    0.010568446673274282
9985.0    0.01056710740411646
9990.0    0.010565761490910444
9995.0    0.01056440893365624
10000.0    0.010563049732353839
10005.0    0.010559191123171958
10010.0    0.010555323378423813
10015.0    0.010551446498109403
10020.0    0.010547560482228728
10025.0    0.010543665330781788
10030.0    0.010539761043768584
10035.0    0.010535847621189113
10040.0    0.010531925063043379
10045.0    0.010527993369331379
10050.0    0.010524052540053116
10055.0    0.010520102575208586
10060.0    0.010516143474797792
10065.0    0.010512175238820731
10070.0    0.010508197867277408
10075.0    0.01050421136016782
10080.0    0.010500215717491965
10085.0    0.010496210939249847
10090.0    0.01049219702544146
10095.0    0.01048817397606681
10100.0    0.010484141791125898
10105.0    0.01048010047061872
10110.0    0.010476050014545275
10115.0    0.010471990422905567
10120.0    0.010467921695699592
10125.0    0.010463843832927354
10130.0    0.010459756834588852
10135.0    0.010455660700684082
10140.0    0.01045155543121305
10145.0    0.010447441026175753
10150.0    0.010443317485572187
10155.0    0.010439184809402358
10160.0    0.010435042997666266
10165.0    0.010430892050363908
10170.0    0.010426731967495285
10175.0    0.010422562749060399
10180.0    0.010418384395059247
10185.0    0.01041419690549183
10190.0    0.010410000280358147
10195.0    0.010405794519658198
10200.0    0.010401579623391987
10205.0    0.010397355591559508
10210.0    0.010393122424160767
10215.0    0.01038888012119576
10220.0    0.010384628682664486
10225.0    0.01038036810856695
10230.0    0.01037609839890315
10235.0    0.01037181955367308
10240.0    0.010367531572876749
10245.0    0.010363234456514154
10250.0    0.010358928204585291
10255.0    0.0103553350728503
10260.0    0.010351733509845253
10265.0    0.010348123515570146
10270.0    0.010344505090024983
10275.0    0.010340878233209762
10280.0    0.010337242945124484
10285.0    0.010333599225769145
10290.0    0.010329947075143748
10295.0    0.010326286493248293
10300.0    0.010322617480082782
10305.0    0.01031894003564721
10310.0    0.010315254159941582
10315.0    0.010311559852965895
10320.0    0.010307857114720152
10325.0    0.010304145945204348
10330.0    0.01030042634441849
10335.0    0.01029669831236257
10340.0    0.010292961849036593
10345.0    0.010289216954440558
10350.0    0.010285463628574465
10355.0    0.010281701871438315
10360.0    0.010277931683032104
10365.0    0.010274153063355839
10370.0    0.010270366012409512
10375.0    0.010266570530193132
10380.0    0.010262766616706689
10385.0    0.010258954271950189
10390.0    0.010255133495923632
10395.0    0.010251304288627016
10400.0    0.010247466650060343
10405.0    0.01024362058022361
10410.0    0.01023976607911682
10415.0    0.010235903146739974
10420.0    0.010232031783093067
10425.0    0.010228151988176103
10430.0    0.010224263761989082
10435.0    0.010220367104532002
10440.0    0.010216462015804863
10445.0    0.010212548495807668
10450.0    0.010208626544540413
10455.0    0.010204696162003101
10460.0    0.01020075734819573
10465.0    0.010196810103118303
10470.0    0.010192854426770816
10475.0    0.010188890319153272
10480.0    0.01018491778026567
10485.0    0.01018093681010801
10490.0    0.01017694740868029
10495.0    0.010172949575982512
10500.0    0.01016894331201468
10505.0    0.010161333135725684
10510.0    0.010153711105528788
10515.0    0.010146077221423997
10520.0    0.010138431483411309
10525.0    0.010130773891490719
10530.0    0.010123104445662234
10535.0    0.01011542314592585
10540.0    0.010107729992281564
10545.0    0.010100024984729384
10550.0    0.010092308123269304
10555.0    0.010084579407901329
10560.0    0.010076838838625451
10565.0    0.010069086415441676
10570.0    0.010061322138350006
10575.0    0.010053546007350436
10580.0    0.010045758022442964
10585.0    0.010037958183627595
10590.0    0.010030146490904331
10595.0    0.01002232294427317
10600.0    0.010014487543734107
10605.0    0.010006640289287147
10610.0    0.009998781180932288
10615.0    0.009990910218669533
10620.0    0.009983027402498876
10625.0    0.009975132732420323
10630.0    0.009967226208433873
10635.0    0.009959307830539523
10640.0    0.009951377598737278
10645.0    0.009943435513027128
10650.0    0.009935481573409085
10655.0    0.009927515779883146
